phenotype	chrom	start_pos	end_pos	finemapping_region	repeat_unit	white_brit_allele_frequencies	association_p_value	direction_of_association	relation_to_gene	finemapping	susie_CP	finemap_CP	susie_CP_best_guess_genotypes	finemap_CP_pval_thresh_5e-4	finemap_CP_mac_thresh_100	finemap_CP_prior_effect_size_0.05%	finemap_CP_prior_4_signals	finemap_CP_stopping_thresh_1e-4	susie_CP_prior_snps_over_strs	finemap_CP_prior_snps_over_strs	finemap_CP_prior_effect_size_0.0025%	other_ethnicity_association_p_values	other_ethnicity_effect_directions	black_allele_frequencies	south_asian_allele_frequencies	chinese_allele_frequencies	irish_allele_frequencies	white_other_allele_frequencies
platelet_crit	17	33871548	33871564	17_33728534_34192892	A	{16.0: 2.20%, 17.0: 68.56%, 18.0: 18.89%, 19.0: 4.89%, 20.0: 1.62%, 21.0: 3.83%, 22.0: 0.00%}	4.78e-18	+	three_prime_UTR:SLFN14:protein_coding	not	0.0	0.0526463										0.667, 0.000387, 0.331, 0.395, 0.176	NA, +, NA, NA, NA	{16.0: 1.69%, 17.0: 41.21%, 18.0: 25.63%, 19.0: 22.60%, 20.0: 3.92%, 21.0: 4.67%, 22.0: 0.29%}	{16.0: 4.93%, 17.0: 56.50%, 18.0: 26.63%, 19.0: 4.27%, 20.0: 0.38%, 21.0: 7.29%, 22.0: 0.00%}	{16.0: 20.87%, 17.0: 60.86%, 18.0: 15.83%, 19.0: 1.17%, 20.0: 0.05%, 21.0: 1.22%}	{16.0: 2.08%, 17.0: 71.45%, 18.0: 16.60%, 19.0: 4.25%, 20.0: 1.64%, 21.0: 3.98%, 22.0: 0.00%}	{16.0: 2.22%, 17.0: 65.63%, 18.0: 20.68%, 19.0: 5.87%, 20.0: 1.82%, 21.0: 3.78%, 22.0: 0.01%}
platelet_crit	19	16201097	16201113	19_16060559_16497946	A	{16.0: 0.42%, 17.0: 91.05%, 18.0: 8.53%}	2.36e-18	-	intron:TPM4:protein_coding	not	0.0	0.0147507										0.000666, 0.319, 0.106, 0.0434, 0.395	-, NA, NA, -, NA	{16.0: 2.00%, 17.0: 77.26%, 18.0: 20.74%}	{16.0: 0.28%, 17.0: 95.62%, 18.0: 4.10%}	{16.0: 0.77%, 17.0: 97.40%, 18.0: 1.83%}	{16.0: 0.41%, 17.0: 90.93%, 18.0: 8.66%}	{16.0: 0.41%, 17.0: 89.72%, 18.0: 9.86%}
platelet_crit	19	17252977	17253000	19_17025915_17434577	A	{20.0: 0.00%, 24.0: 60.29%, 25.0: 19.04%, 26.0: 20.61%, 27.0: 0.04%, 34.0: 0.01%}	9.81e-29	+	intron:MYO9B:protein_coding	not	0.0	0.0219169										0.401, 0.0191, 0.458, 0.0586, 0.515	NA, +, NA, NA, NA	{20.0: 0.01%, 24.0: 31.73%, 25.0: 38.59%, 26.0: 25.11%, 27.0: 3.84%, 34.0: 0.73%}	{20.0: 0.07%, 24.0: 62.67%, 25.0: 15.53%, 26.0: 21.62%, 27.0: 0.06%, 34.0: 0.05%}	{20.0: 0.04%, 24.0: 65.88%, 25.0: 26.84%, 26.0: 7.22%, 27.0: 0.01%, 34.0: 0.01%}	{20.0: 0.00%, 24.0: 59.84%, 25.0: 19.82%, 26.0: 20.30%, 27.0: 0.02%, 34.0: 0.01%}	{20.0: 0.01%, 24.0: 61.82%, 25.0: 19.09%, 26.0: 18.85%, 27.0: 0.21%, 34.0: 0.02%}
platelet_crit	20	1930085	1930097	20_1041957_2474265	A	{12.0: 32.90%, 13.0: 67.10%}	1.17e-144	+	intron:PDYN-AS1:lncRNA	confidently	0.96459121789278	0.964068	0.983967422992777	1.0	0.91992	0.995321	1.0	0.964049	0.842422388200726	0.848314	1.0	0.474, 0.00921, 0.6, 0.000033, 1.39e-7	NA, +, NA, +, +	{12.0: 73.64%, 13.0: 26.36%}	{12.0: 55.45%, 13.0: 44.55%}	{12.0: 81.31%, 13.0: 18.69%}	{12.0: 31.09%, 13.0: 68.91%}	{12.0: 35.91%, 13.0: 64.09%}
platelet_distribution_width	1	115179704	115179722	1_114750819_115882563	AAAAC	{3.0: 0.74%, 3.2: 3.32%, 3.8: 14.11%, 4.0: 81.83%, 4.4: 0.01%}	8.28e-35	+	intron:DENND2C:protein_coding	confidently	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.931064	0.493, 0.911, 0.773, 0.0245, 0.112	NA, NA, NA, +, NA	{3.0: 0.06%, 3.2: 0.22%, 3.8: 2.84%, 4.0: 92.80%, 4.4: 4.08%}	{3.0: 0.23%, 3.2: 1.64%, 3.8: 9.49%, 4.0: 88.63%, 4.4: 0.01%}	{3.2: 0.11%, 3.8: 46.08%, 4.0: 53.82%, 4.4: 0.00%}	{3.0: 0.56%, 3.2: 3.85%, 3.8: 14.61%, 4.0: 80.97%, 4.4: 0.00%}	{3.0: 0.67%, 3.2: 3.28%, 3.8: 14.23%, 4.0: 81.80%, 4.4: 0.03%}
platelet_distribution_width	1	231037166	231037176	1_230912165_231162166	A	{9.0: 0.10%, 10.0: 60.39%, 11.0: 39.45%, 12.0: 0.06%}	2.84e-11	-	intergenic	confidently	0.996346555218169	1.0	0.994972422104912	1.0	1.0	1.0	1.0	1.0	0.986724664007872	0.999206	1.0	0.751, 0.47, 0.14, 0.262, 0.656	NA, NA, NA, NA, NA	{9.0: 0.02%, 10.0: 50.50%, 11.0: 49.47%, 12.0: 0.01%}	{9.0: 0.10%, 10.0: 56.50%, 11.0: 43.40%, 12.0: 0.01%}	{9.0: 0.01%, 10.0: 55.98%, 11.0: 43.98%, 12.0: 0.03%}	{9.0: 0.06%, 10.0: 59.46%, 11.0: 40.37%, 12.0: 0.12%}	{9.0: 0.17%, 10.0: 57.47%, 11.0: 42.32%, 12.0: 0.04%}
platelet_distribution_width	1	243430545	243430558	1_243139751_243626583	A	{13.0: 11.86%, 14.0: 55.88%, 15.0: 32.13%, 16.0: 0.12%}	4.46e-16	+	intron:SDCCAG8:protein_coding	confidently	0.911368082928639	0.931015	0.920877153327273	0.848564	0.884509	0.936753	0.958478	0.931015	0.0	0.707048	0.83186	0.00157, 0.974, 0.956, 0.461, 0.24	+, NA, NA, NA, NA	{13.0: 1.36%, 14.0: 73.65%, 15.0: 24.94%, 16.0: 0.05%}	{13.0: 9.39%, 14.0: 39.23%, 15.0: 51.28%, 16.0: 0.10%}	{13.0: 6.03%, 14.0: 72.41%, 15.0: 21.55%, 16.0: 0.01%}	{13.0: 10.63%, 14.0: 59.88%, 15.0: 29.36%, 16.0: 0.13%}	{13.0: 12.05%, 14.0: 54.82%, 15.0: 32.95%, 16.0: 0.19%}
platelet_distribution_width	2	106510441	106510491	2_106067531_106662741	AC	{22.5: 27.35%, 23.5: 0.01%, 24.5: 0.32%, 25.5: 8.92%, 26.5: 19.87%, 27.5: 41.11%, 28.5: 0.15%, 29.5: 2.28%}	7.16e-21	-	multigene;three_prime_UTR:NCK2:protein_coding;intron:AC009505.4:lncRNA	not	0.0606693448282926	0.0	0.0472829487214263	0.00837485	0.0	0.0179196	0.0170523	0.0	0.0153448936660784	0.0	0.0536231	0.821, 0.0698, 0.16, 0.00672, 0.00682	NA, NA, NA, -, -	{22.5: 19.76%, 23.5: 0.54%, 24.5: 0.03%, 25.5: 9.41%, 26.5: 43.16%, 27.5: 26.65%, 28.5: 0.02%, 29.5: 0.43%}	{22.5: 26.32%, 23.5: 0.19%, 24.5: 0.07%, 25.5: 6.19%, 26.5: 17.19%, 27.5: 49.31%, 28.5: 0.14%, 29.5: 0.59%}	{22.5: 29.89%, 23.5: 0.06%, 25.5: 3.73%, 26.5: 23.35%, 27.5: 42.78%, 28.5: 0.01%, 29.5: 0.18%}	{22.5: 29.02%, 23.5: 0.01%, 24.5: 0.35%, 25.5: 8.36%, 26.5: 18.74%, 27.5: 40.47%, 28.5: 0.13%, 29.5: 2.91%}	{22.5: 26.91%, 23.5: 0.01%, 24.5: 0.29%, 25.5: 9.09%, 26.5: 22.11%, 27.5: 39.58%, 28.5: 0.33%, 29.5: 1.69%}
platelet_distribution_width	3	15702773	15702812	3_15377860_16132746	A	{27.0: 8.37%, 28.0: 0.30%, 29.0: 0.01%, 33.0: 0.91%, 34.0: 56.48%, 35.0: 0.65%, 38.0: 0.30%, 39.0: 0.08%, 40.0: 23.46%, 41.0: 9.34%, 42.0: 0.10%}	1.97e-17	+	intron:BTD:protein_coding	not	0.0	0.0										0.0113, 0.938, 0.0544, 0.455, 0.00212	+, NA, NA, NA, +	{27.0: 8.22%, 28.0: 2.18%, 29.0: 3.32%, 33.0: 16.27%, 34.0: 13.15%, 35.0: 0.27%, 38.0: 8.37%, 39.0: 18.58%, 40.0: 19.90%, 41.0: 8.33%, 42.0: 1.40%}	{27.0: 16.70%, 28.0: 0.05%, 29.0: 0.02%, 33.0: 0.50%, 34.0: 49.33%, 35.0: 1.06%, 38.0: 1.53%, 39.0: 0.03%, 40.0: 18.20%, 41.0: 12.45%, 42.0: 0.13%}	{27.0: 40.84%, 28.0: 0.02%, 29.0: 0.04%, 33.0: 3.03%, 34.0: 27.23%, 35.0: 3.97%, 38.0: 0.30%, 39.0: 0.02%, 40.0: 24.17%, 41.0: 0.35%, 42.0: 0.04%}	{27.0: 8.88%, 28.0: 0.32%, 29.0: 0.00%, 33.0: 0.59%, 34.0: 54.01%, 35.0: 1.31%, 38.0: 0.20%, 39.0: 0.04%, 40.0: 25.19%, 41.0: 9.36%, 42.0: 0.09%}	{27.0: 8.43%, 28.0: 0.33%, 29.0: 0.04%, 33.0: 1.29%, 34.0: 57.13%, 35.0: 0.61%, 38.0: 0.54%, 39.0: 0.29%, 40.0: 21.98%, 41.0: 9.23%, 42.0: 0.14%}
platelet_distribution_width	6	41787920	41787933	6_41596682_42135597	A	{12.0: 1.80%, 13.0: 73.95%, 14.0: 24.24%}	1.31e-19	-	multigene;intron:USP49:protein_coding;intron:RP5-973N23.5:protein_coding	confidently	0.979429118231932	1.0	0.983328056229742	1.0	1.0	1.0	1.0	1.0	0.96074825261774	1.0	1.0	0.219, 0.52, 0.669, 0.00622, 0.429	NA, NA, NA, -, NA	{12.0: 0.18%, 13.0: 68.40%, 14.0: 31.42%}	{12.0: 5.53%, 13.0: 72.77%, 14.0: 21.70%}	{12.0: 0.11%, 13.0: 82.01%, 14.0: 17.88%}	{12.0: 1.75%, 13.0: 75.20%, 14.0: 23.05%}	{12.0: 1.81%, 13.0: 74.05%, 14.0: 24.15%}
platelet_distribution_width	17	10180929	10180954	17_10039924_10309037	A	{15.0: 0.00%, 22.0: 24.88%, 23.0: 0.02%, 25.0: 15.30%, 26.0: 35.25%, 27.0: 18.69%, 28.0: 4.97%, 29.0: 0.90%}	3.49e-23	-	intergenic	not	0.0	0.0										0.0383, 0.0301, 0.58, 0.0000155, 0.475	-, -, NA, -, NA	{15.0: 0.00%, 22.0: 35.27%, 23.0: 0.74%, 25.0: 2.30%, 26.0: 15.28%, 27.0: 36.39%, 28.0: 9.85%, 29.0: 0.16%}	{15.0: 0.01%, 22.0: 19.43%, 23.0: 0.02%, 25.0: 11.20%, 26.0: 39.27%, 27.0: 25.17%, 28.0: 3.66%, 29.0: 1.22%}	{15.0: 0.01%, 22.0: 23.80%, 23.0: 0.01%, 25.0: 4.96%, 26.0: 49.74%, 27.0: 19.91%, 28.0: 1.26%, 29.0: 0.31%}	{15.0: 0.00%, 22.0: 25.09%, 23.0: 0.02%, 25.0: 15.77%, 26.0: 35.12%, 27.0: 18.40%, 28.0: 4.81%, 29.0: 0.80%}	{15.0: 0.01%, 22.0: 26.16%, 23.0: 0.02%, 25.0: 14.67%, 26.0: 34.89%, 27.0: 17.94%, 28.0: 5.15%, 29.0: 1.17%}
platelet_distribution_width	17	33871548	33871564	17_33104005_34589040	A	{16.0: 2.21%, 17.0: 68.57%, 18.0: 18.87%, 19.0: 4.90%, 20.0: 1.62%, 21.0: 3.84%, 22.0: 0.00%}	1.18e-249	-	three_prime_UTR:SLFN14:protein_coding	confidently	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.131, 1.57e-8, 0.763, 5.44e-9, 7.19e-11	NA, -, NA, -, -	{16.0: 1.70%, 17.0: 41.24%, 18.0: 25.62%, 19.0: 22.56%, 20.0: 3.91%, 21.0: 4.67%, 22.0: 0.30%}	{16.0: 4.99%, 17.0: 56.44%, 18.0: 26.67%, 19.0: 4.23%, 20.0: 0.39%, 21.0: 7.28%, 22.0: 0.00%}	{16.0: 20.91%, 17.0: 60.76%, 18.0: 15.89%, 19.0: 1.18%, 20.0: 0.05%, 21.0: 1.22%}	{16.0: 2.09%, 17.0: 71.37%, 18.0: 16.60%, 19.0: 4.27%, 20.0: 1.64%, 21.0: 4.02%, 22.0: 0.00%}	{16.0: 2.21%, 17.0: 65.63%, 18.0: 20.66%, 19.0: 5.89%, 20.0: 1.82%, 21.0: 3.79%, 22.0: 0.01%}
platelet_distribution_width	18	67536040	67536077	18_66945074_68049239	AC	{17.0: 0.01%, 18.0: 2.88%, 19.0: 0.26%, 20.0: 8.80%, 21.0: 60.80%, 22.0: 24.69%, 23.0: 2.55%, 24.0: 0.01%}	5.76e-15	-	intron:CD226:protein_coding	not	0.0	0.0										0.557, 0.0263, 0.582, 0.222, 0.8	NA, -, NA, NA, NA	{17.0: 0.36%, 18.0: 6.02%, 19.0: 37.94%, 20.0: 14.57%, 21.0: 28.63%, 22.0: 10.90%, 23.0: 1.58%, 24.0: 0.00%}	{17.0: 0.01%, 18.0: 2.20%, 19.0: 0.40%, 20.0: 13.32%, 21.0: 53.48%, 22.0: 29.42%, 23.0: 1.14%, 24.0: 0.02%}	{17.0: 0.00%, 18.0: 0.31%, 19.0: 0.27%, 20.0: 16.84%, 21.0: 63.60%, 22.0: 18.83%, 23.0: 0.15%, 24.0: 0.00%}	{17.0: 0.01%, 18.0: 3.53%, 19.0: 0.27%, 20.0: 8.94%, 21.0: 60.24%, 22.0: 24.71%, 23.0: 2.30%, 24.0: 0.01%}	{17.0: 0.01%, 18.0: 2.56%, 19.0: 0.55%, 20.0: 8.57%, 21.0: 59.72%, 22.0: 25.94%, 23.0: 2.62%, 24.0: 0.02%}
platelet_distribution_width	19	16201097	16201113	19_15897027_16847901	A	{16.0: 0.42%, 17.0: 91.06%, 18.0: 8.52%}	5.7e-41	+	intron:TPM4:protein_coding	not	0.0	0.0										0.0000136, 0.693, 0.379, 0.0096, 0.0109	+, NA, NA, +, +	{16.0: 1.97%, 17.0: 77.29%, 18.0: 20.74%}	{16.0: 0.28%, 17.0: 95.63%, 18.0: 4.09%}	{16.0: 0.78%, 17.0: 97.39%, 18.0: 1.84%}	{16.0: 0.41%, 17.0: 90.91%, 18.0: 8.68%}	{16.0: 0.41%, 17.0: 89.72%, 18.0: 9.86%}
platelet_distribution_width	19	17252977	17253000	19_17073713_17410741	A	{20.0: 0.00%, 24.0: 60.33%, 25.0: 19.01%, 26.0: 20.60%, 27.0: 0.04%, 34.0: 0.01%}	1.68e-14	-	intron:MYO9B:protein_coding	not	0.0	0.0263183										0.507, 0.0585, 0.216, 0.155, 0.81	NA, NA, NA, NA, NA	{20.0: 0.01%, 24.0: 31.73%, 25.0: 38.46%, 26.0: 25.24%, 27.0: 3.87%, 34.0: 0.70%}	{20.0: 0.07%, 24.0: 62.54%, 25.0: 15.65%, 26.0: 21.63%, 27.0: 0.06%, 34.0: 0.05%}	{20.0: 0.04%, 24.0: 65.93%, 25.0: 26.84%, 26.0: 7.17%, 27.0: 0.01%, 34.0: 0.01%}	{20.0: 0.00%, 24.0: 59.92%, 25.0: 19.81%, 26.0: 20.23%, 27.0: 0.02%, 34.0: 0.01%}	{20.0: 0.01%, 24.0: 61.85%, 25.0: 19.05%, 26.0: 18.85%, 27.0: 0.22%, 34.0: 0.02%}
platelet_distribution_width	20	19902494	19902529	20_19743304_20107174	AAAC	{5.0: 6.33%, 6.0: 0.16%, 6.75: 6.97%, 7.0: 9.72%, 8.0: 25.87%, 9.0: 50.36%, 10.0: 0.57%, 11.0: 0.01%}	2.67e-15	+	intron:RIN2:protein_coding	confidently	0.991030417315582	0.993138	0.967999962012523	0.991173	0.994813	1.0	1.0	0.993138	0.979112558847442	0.951607	1.0	0.944, 0.183, 0.893, 0.613, 0.000368	NA, NA, NA, NA, +	{5.0: 1.31%, 6.0: 2.92%, 6.75: 2.06%, 7.0: 33.21%, 8.0: 20.76%, 9.0: 36.12%, 10.0: 3.21%, 11.0: 0.41%}	{5.0: 3.76%, 6.0: 0.12%, 6.75: 5.46%, 7.0: 24.57%, 8.0: 26.33%, 9.0: 39.01%, 10.0: 0.72%, 11.0: 0.02%}	{5.0: 5.81%, 6.0: 0.15%, 6.75: 9.08%, 7.0: 39.53%, 8.0: 36.18%, 9.0: 9.10%, 10.0: 0.15%, 11.0: 0.00%}	{5.0: 5.62%, 6.0: 0.17%, 6.75: 7.02%, 7.0: 8.21%, 8.0: 27.69%, 9.0: 50.71%, 10.0: 0.57%, 11.0: 0.01%}	{5.0: 6.70%, 6.0: 0.23%, 6.75: 6.00%, 7.0: 9.20%, 8.0: 26.97%, 9.0: 50.16%, 10.0: 0.69%, 11.0: 0.05%}
red_blood_cell_count	2	8761094	8761150	2_8615722_8891192	AC	{23.5: 0.66%, 25.5: 0.46%, 26.5: 37.77%, 27.5: 1.37%, 28.5: 20.07%, 29.5: 35.44%, 30.5: 4.05%, 31.5: 0.18%}	6.09e-19	-	intron:AC011747.6:lncRNA	confidently	0.996428069113722	1.0	0.975350849229291	0.999326	1.0	1.0	1.0	1.0	0.98772697545065	0.996878	1.0	0.00952, 0.147, 0.899, 0.341, 0.116	-, NA, NA, NA, NA	{23.5: 0.07%, 25.5: 0.08%, 26.5: 47.17%, 27.5: 12.29%, 28.5: 22.44%, 29.5: 17.40%, 30.5: 0.53%, 31.5: 0.02%}	{23.5: 0.08%, 25.5: 0.18%, 26.5: 39.74%, 27.5: 1.80%, 28.5: 18.72%, 29.5: 36.39%, 30.5: 2.60%, 31.5: 0.50%}	{25.5: 0.02%, 26.5: 56.82%, 27.5: 1.94%, 28.5: 17.89%, 29.5: 21.84%, 30.5: 1.17%, 31.5: 0.31%}	{23.5: 0.72%, 25.5: 0.34%, 26.5: 38.56%, 27.5: 1.26%, 28.5: 18.98%, 29.5: 35.51%, 30.5: 4.51%, 31.5: 0.11%}	{23.5: 0.46%, 25.5: 0.38%, 26.5: 38.00%, 27.5: 1.39%, 28.5: 20.47%, 29.5: 34.99%, 30.5: 4.13%, 31.5: 0.19%}
red_blood_cell_count	2	24208473	24208487	2_23744571_24794594	A	{15.0: 25.02%, 16.0: 54.77%, 17.0: 5.69%, 18.0: 12.08%, 21.0: 2.32%, 22.0: 0.13%}	1.08e-28	+	intron:UBXN2A:protein_coding	not	0.0	0.00666943										0.236, 0.314, 0.888, 0.223, 0.555	NA, NA, NA, NA, NA	{15.0: 43.40%, 16.0: 44.86%, 17.0: 2.78%, 18.0: 8.76%, 21.0: 0.21%}	{15.0: 17.13%, 16.0: 61.55%, 17.0: 9.23%, 18.0: 11.56%, 21.0: 0.33%, 22.0: 0.19%}	{15.0: 15.53%, 16.0: 77.11%, 17.0: 3.21%, 18.0: 4.14%, 21.0: 0.01%}	{15.0: 24.92%, 16.0: 53.13%, 17.0: 6.93%, 18.0: 13.05%, 21.0: 1.82%, 22.0: 0.15%}	{15.0: 23.29%, 16.0: 57.45%, 17.0: 5.31%, 18.0: 11.89%, 21.0: 1.95%, 22.0: 0.10%}
red_blood_cell_count	2	24093156	24093174	2_23744571_24794594	A	{19.0: 25.03%, 20.0: 48.93%, 21.0: 10.95%, 22.0: 0.05%, 25.0: 1.55%, 26.0: 13.47%, 27.0: 0.03%}	3.31e-30	+	intron:ATAD2B:protein_coding	not	0.0	0.0										0.657, 0.819, 0.479, 0.0399, 0.182	NA, NA, NA, +, NA	{19.0: 38.39%, 20.0: 50.65%, 21.0: 1.90%, 22.0: 0.01%, 25.0: 0.69%, 26.0: 8.00%, 27.0: 0.36%}	{19.0: 17.48%, 20.0: 57.04%, 21.0: 10.74%, 22.0: 0.02%, 25.0: 0.52%, 26.0: 14.20%, 27.0: 0.01%}	{19.0: 15.96%, 20.0: 76.80%, 21.0: 0.62%, 25.0: 0.55%, 26.0: 6.07%, 27.0: 0.00%}	{19.0: 24.95%, 20.0: 49.67%, 21.0: 9.91%, 22.0: 0.05%, 25.0: 1.15%, 26.0: 14.23%, 27.0: 0.03%}	{19.0: 23.36%, 20.0: 50.96%, 21.0: 10.98%, 22.0: 0.06%, 25.0: 1.44%, 26.0: 13.18%, 27.0: 0.03%}
red_blood_cell_count	3	141097028	141097042	3_140908481_142672417	A	{15.0: 55.30%, 16.0: 8.92%, 17.0: 35.79%}	5.37e-40	+	intron:ZBTB38:protein_coding	singly	0.0	1.0	0.0	1.0	1.0	1.0	0.992129	1.0	0.0	0.329898	0.0	0.481, 0.116, 0.541, 0.00552, 0.0000197	NA, NA, NA, +, +	{15.0: 15.48%, 16.0: 43.84%, 17.0: 40.68%}	{15.0: 65.67%, 16.0: 15.30%, 17.0: 19.02%}	{15.0: 68.46%, 16.0: 28.81%, 17.0: 2.73%}	{15.0: 56.38%, 16.0: 7.92%, 17.0: 35.70%}	{15.0: 59.06%, 16.0: 8.32%, 17.0: 32.62%}
red_blood_cell_count	6	41787920	41787933	6_41457724_42217898	A	{12.0: 1.80%, 13.0: 73.95%, 14.0: 24.25%}	3.54e-15	-	multigene;intron:USP49:protein_coding;intron:RP5-973N23.5:protein_coding	not	0.0	0.0										0.0479, 0.124, 0.426, 0.361, 0.287	-, NA, NA, NA, NA	{12.0: 0.18%, 13.0: 68.50%, 14.0: 31.32%}	{12.0: 5.49%, 13.0: 72.84%, 14.0: 21.68%}	{12.0: 0.11%, 13.0: 82.08%, 14.0: 17.81%}	{12.0: 1.76%, 13.0: 75.27%, 14.0: 22.97%}	{12.0: 1.80%, 13.0: 74.08%, 14.0: 24.11%}
red_blood_cell_count	12	48487503	48487518	12_48191776_49083834	A	{14.0: 10.22%, 15.0: 0.11%, 16.0: 52.17%, 17.0: 36.29%, 18.0: 1.21%}	2.03e-19	-	intron:SENP1:protein_coding	not	0.0	0.0216813	0.0	0.00970953	0.0200161	0.00963427	0.00250753	0.0217061	0.0	0.0194946	0.00322615	0.242, 0.0205, 0.724, 0.181, 0.137	NA, -, NA, NA, NA	{14.0: 5.70%, 15.0: 25.16%, 16.0: 38.50%, 17.0: 24.83%, 18.0: 5.80%}	{14.0: 2.28%, 15.0: 0.05%, 16.0: 51.07%, 17.0: 45.32%, 18.0: 1.28%}	{14.0: 0.26%, 15.0: 0.19%, 16.0: 16.29%, 17.0: 82.88%, 18.0: 0.39%}	{14.0: 9.55%, 15.0: 0.12%, 16.0: 49.75%, 17.0: 39.43%, 18.0: 1.15%}	{14.0: 8.74%, 15.0: 0.19%, 16.0: 52.23%, 17.0: 37.30%, 18.0: 1.54%}
red_blood_cell_count	14	64714051	64714074	14_64489770_64922147	AAAC	{5.0: 7.30%, 6.0: 44.76%, 7.0: 47.94%}	3.21e-24	-	intron:ESR2:protein_coding	confidently	0.999984447814581	1.0	0.99999515286696	1.0	1.0	1.0	1.0	1.0	0.999940895833052	1.0	1.0	0.0134, 0.0154, 0.441, 0.12, 0.238	-, -, NA, NA, NA	{5.0: 55.45%, 6.0: 9.32%, 7.0: 35.23%}	{5.0: 14.47%, 6.0: 52.64%, 7.0: 32.90%}	{5.0: 18.91%, 6.0: 30.74%, 7.0: 50.35%}	{5.0: 6.61%, 6.0: 45.49%, 7.0: 47.90%}	{5.0: 9.83%, 6.0: 42.70%, 7.0: 47.47%}
red_blood_cell_count	15	40312923	40312938	15_40158099_40507441	A	{15.0: 20.76%, 16.0: 79.24%}	2.27e-20	+	exon_other:EIF2AK4:protein_coding	confidently	0.961792717465747	0.986086	0.94079242826952	1.0	0.976626	0.990995	1.0	0.986086	0.862613942360987	0.90685	1.0	0.947, 0.968, 0.171, 0.14, 0.657	NA, NA, NA, NA, NA	{15.0: 38.45%, 16.0: 61.55%}	{15.0: 23.42%, 16.0: 76.58%}	{15.0: 40.45%, 16.0: 59.55%}	{15.0: 20.25%, 16.0: 79.75%}	{15.0: 19.46%, 16.0: 80.54%}
red_blood_cell_count	15	66018015	66018044	15_65570431_66387553	A	{30.0: 57.13%, 31.0: 18.98%, 32.0: 6.90%, 33.0: 16.98%}	1.78e-32	+	intron:DENND4A:protein_coding	doubly	0.967091492995902	1.0	0.980791387609646	0.0	0.304737	0.0	0.0	0.0	0.0	1.0	0.0	0.816, 0.00196, 0.62, 0.0186, 0.114	NA, +, NA, +, NA	{30.0: 13.48%, 31.0: 61.37%, 32.0: 10.36%, 33.0: 14.79%}	{30.0: 44.98%, 31.0: 17.05%, 32.0: 8.83%, 33.0: 29.13%}	{30.0: 16.24%, 31.0: 2.96%, 32.0: 4.85%, 33.0: 75.95%}	{30.0: 56.77%, 31.0: 17.54%, 32.0: 7.20%, 33.0: 18.48%}	{30.0: 56.26%, 31.0: 19.47%, 32.0: 6.53%, 33.0: 17.73%}
red_blood_cell_count	15	76246773	76246788	15_74593699_77969608	A	{14.0: 49.55%, 15.0: 47.80%, 16.0: 0.09%, 17.0: 2.55%}	2.59e-43	+	intron:NRG4:protein_coding	confidently	0.99999999999992	1.0	0.999999911866182	1.0	1.0	1.0	1.0	1.0	0.999999767238913	1.0	1.0	0.00767, 0.592, 0.344, 0.0026, 0.00208	+, NA, NA, +, +	{14.0: 30.51%, 15.0: 49.30%, 16.0: 7.02%, 17.0: 13.17%}	{14.0: 66.52%, 15.0: 32.49%, 16.0: 0.40%, 17.0: 0.59%}	{14.0: 61.43%, 15.0: 36.92%, 16.0: 1.54%, 17.0: 0.11%}	{14.0: 50.14%, 15.0: 47.56%, 16.0: 0.06%, 17.0: 2.23%}	{14.0: 50.09%, 15.0: 47.78%, 16.0: 0.16%, 17.0: 1.96%}
red_blood_cell_count	16	287713	287728	16_0_1060116	A	{16.0: 79.70%, 17.0: 17.48%, 18.0: 2.83%}	3.85e-24	-	intron:FAM234A:protein_coding	not	0.0	0.0										0.0107, 0.0718, 0.0659, 0.198, 0.266	-, NA, NA, NA, NA	{16.0: 73.23%, 17.0: 26.52%, 18.0: 0.25%}	{16.0: 73.30%, 17.0: 26.49%, 18.0: 0.21%}	{16.0: 84.00%, 17.0: 15.78%, 18.0: 0.21%}	{16.0: 80.92%, 17.0: 16.71%, 18.0: 2.37%}	{16.0: 79.62%, 17.0: 18.20%, 18.0: 2.19%}
