phenotype	chrom	start_pos	end_pos	finemapping_region	repeat_unit	white_brit_allele_frequencies	association_p_value	direction_of_association	relation_to_gene	finemapping	susie_CP	finemap_CP	susie_CP_best_guess_genotypes	finemap_CP_pval_thresh_5e-4	finemap_CP_mac_thresh_100	finemap_CP_prior_effect_size_0.05%	finemap_CP_prior_4_signals	finemap_CP_stopping_thresh_1e-4	susie_CP_prior_snps_over_strs	finemap_CP_prior_snps_over_strs	finemap_CP_prior_effect_size_0.0025%	other_ethnicity_association_p_values	other_ethnicity_effect_directions	black_allele_frequencies	south_asian_allele_frequencies	chinese_allele_frequencies	irish_allele_frequencies	white_other_allele_frequencies
white_blood_cell_count	17	38177325	38177364	17_36977201_39043916	AAAC	{9.0: 1.77%, 10.0: 61.70%, 10.25: 0.18%, 11.0: 35.21%, 12.0: 1.13%}	1.26e-256	-	intron:MED24:protein_coding	singly	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.147, 2.52e-7, 0.01, 5.17e-10, 3.23e-11	NA, -, -, -, -	{9.0: 0.24%, 10.0: 94.24%, 10.25: 0.01%, 11.0: 5.35%, 12.0: 0.16%}	{9.0: 1.13%, 10.0: 55.38%, 10.25: 0.01%, 11.0: 41.33%, 12.0: 2.15%}	{9.0: 3.30%, 10.0: 53.73%, 11.0: 42.86%, 12.0: 0.11%}	{9.0: 1.69%, 10.0: 61.41%, 10.25: 0.39%, 11.0: 35.18%, 12.0: 1.33%}	{9.0: 1.86%, 10.0: 61.02%, 10.25: 0.12%, 11.0: 35.85%, 12.0: 1.15%}
neutrophil_count	17	41075787	41075798	17_40388732_41802771	A	{12.0: 91.72%, 13.0: 8.28%}	4.88e-13	+	intergenic	not	0.0	0.0613698										0.275, 0.0313, 0.116, 0.726, 0.229	NA, +, NA, NA, NA	{12.0: 99.01%, 13.0: 0.99%}	{12.0: 91.36%, 13.0: 8.64%}	{12.0: 97.24%, 13.0: 2.76%}	{12.0: 92.24%, 13.0: 7.76%}	{12.0: 93.10%, 13.0: 6.90%}
shbg	17	41075787	41075798	17_40950787_41200787	A	{12.0: 91.72%, 13.0: 8.28%}	4.7e-8	-	intergenic	not	0.0	0.588195										0.779, 0.131, 0.687, 0.734, 0.156	NA, NA, NA, NA, NA	{12.0: 99.03%, 13.0: 0.97%}	{12.0: 91.40%, 13.0: 8.60%}	{12.0: 97.15%, 13.0: 2.85%}	{12.0: 92.26%, 13.0: 7.74%}	{12.0: 93.18%, 13.0: 6.82%}
white_blood_cell_count	17	41075787	41075798	17_40444947_41771605	A	{12.0: 91.72%, 13.0: 8.28%}	1.58e-11	+	intergenic	singly	0.0	1.0	0.0	1.0	1.0	1.0	0.0834643	1.0	0.0	0.0	1.0	0.138, 0.019, 0.192, 0.965, 0.27	NA, +, NA, NA, NA	{12.0: 99.00%, 13.0: 1.00%}	{12.0: 91.35%, 13.0: 8.65%}	{12.0: 97.24%, 13.0: 2.76%}	{12.0: 92.23%, 13.0: 7.77%}	{12.0: 93.08%, 13.0: 6.92%}
cystatin_c	17	41148817	41148829	17_41023811_41273811	A	{13.0: 0.07%, 15.0: 15.56%, 16.0: 84.34%, 17.0: 0.02%}	3.81e-8	-	intergenic	doubly	0.97825847248455	0.991364										0.37, 0.807, 0.582, 0.912, 0.458	NA, NA, NA, NA, NA	{13.0: 23.01%, 15.0: 36.63%, 16.0: 39.50%, 17.0: 0.86%}	{13.0: 0.09%, 15.0: 8.34%, 16.0: 91.16%, 17.0: 0.42%}	{13.0: 0.35%, 15.0: 0.59%, 16.0: 98.79%, 17.0: 0.27%}	{13.0: 0.05%, 15.0: 14.13%, 16.0: 85.80%, 17.0: 0.02%}	{13.0: 0.16%, 15.0: 14.70%, 16.0: 85.10%, 17.0: 0.04%}
glycated_haemoglobin	17	42207850	42207866	17_42082845_42332845	A	{16.0: 0.04%, 17.0: 75.91%, 18.0: 24.05%}	4.84e-9	+	intergenic	doubly	0.919190966138269	0.895883										0.201, 0.24, 0.188, 0.999, 0.68	NA, NA, NA, NA, NA	{16.0: 0.03%, 17.0: 88.03%, 18.0: 11.93%}	{16.0: 0.50%, 17.0: 78.78%, 18.0: 20.72%}	{16.0: 1.38%, 17.0: 96.54%, 18.0: 2.08%}	{16.0: 0.03%, 17.0: 74.92%, 18.0: 25.05%}	{16.0: 0.08%, 17.0: 77.06%, 18.0: 22.86%}
mean_corpuscular_haemoglobin	17	42207850	42207866	17_41948103_42464672	A	{16.0: 0.04%, 17.0: 75.93%, 18.0: 24.03%}	1.48e-8	-	intergenic	not	0.0	0.00222465										0.73, 0.0672, 0.574, 0.391, 0.762	NA, NA, NA, NA, NA	{16.0: 0.03%, 17.0: 88.25%, 18.0: 11.72%}	{16.0: 0.51%, 17.0: 78.80%, 18.0: 20.69%}	{16.0: 1.42%, 17.0: 96.50%, 18.0: 2.08%}	{16.0: 0.03%, 17.0: 74.76%, 18.0: 25.22%}	{16.0: 0.08%, 17.0: 77.06%, 18.0: 22.85%}
mean_corpuscular_haemoglobin_concentration	17	42207850	42207866	17_41629456_42714559	A	{16.0: 0.04%, 17.0: 75.92%, 18.0: 24.04%}	5.78e-18	-	intergenic	not	0.0	0.0										0.621, 0.000644, 0.794, 0.606, 0.0132	NA, -, NA, NA, -	{16.0: 0.03%, 17.0: 88.28%, 18.0: 11.68%}	{16.0: 0.52%, 17.0: 78.79%, 18.0: 20.69%}	{16.0: 1.42%, 17.0: 96.50%, 18.0: 2.07%}	{16.0: 0.03%, 17.0: 74.77%, 18.0: 25.20%}	{16.0: 0.08%, 17.0: 77.05%, 18.0: 22.87%}
mean_sphered_cell_volume	17	42207850	42207866	17_41589118_45031949	A	{16.0: 0.04%, 17.0: 75.90%, 18.0: 24.05%}	5.85e-13	+	intergenic	not	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0148, 0.19, 0.253, 0.11, 0.0263	+, NA, NA, NA, +	{16.0: 0.04%, 17.0: 88.32%, 18.0: 11.65%}	{16.0: 0.52%, 17.0: 78.74%, 18.0: 20.75%}	{16.0: 1.41%, 17.0: 96.43%, 18.0: 2.16%}	{16.0: 0.03%, 17.0: 74.77%, 18.0: 25.20%}	{16.0: 0.09%, 17.0: 77.09%, 18.0: 22.83%}
mean_platelet_volume	17	42434716	42434734	17_41711456_45985027	A	{18.0: 0.03%, 19.0: 60.54%, 20.0: 39.43%}	1.49e-87	+	intron:FAM171A2:protein_coding	not	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0139, 0.379, 0.0688, 3.88e-7, 8.95e-8	+, NA, NA, +, +	{18.0: 5.00%, 19.0: 57.75%, 20.0: 37.25%}	{18.0: 0.06%, 19.0: 64.11%, 20.0: 35.83%}	{18.0: 0.03%, 19.0: 53.40%, 20.0: 46.57%}	{18.0: 0.03%, 19.0: 60.71%, 20.0: 39.25%}	{18.0: 0.06%, 19.0: 59.74%, 20.0: 40.20%}
platelet_count	17	42434716	42434734	17_41941576_43401993	A	{18.0: 0.03%, 19.0: 60.56%, 20.0: 39.42%}	3.1e-50	-	intron:FAM171A2:protein_coding	singly	0.485644638358817	0.895876	0.228658990257025	1.0	0.93291	1.0	0.993956	0.888706	0.170890700213171	0.106112	0.990234	0.0813, 0.276, 0.727, 0.0000464, 0.0000178	NA, NA, NA, -, -	{18.0: 5.01%, 19.0: 57.68%, 20.0: 37.30%}	{18.0: 0.06%, 19.0: 63.84%, 20.0: 36.10%}	{18.0: 0.03%, 19.0: 53.36%, 20.0: 46.61%}	{18.0: 0.03%, 19.0: 60.71%, 20.0: 39.26%}	{18.0: 0.06%, 19.0: 59.77%, 20.0: 40.16%}
platelet_distribution_width	17	42434716	42434734	17_42302544_42749404	A	{18.0: 0.03%, 19.0: 60.57%, 20.0: 39.40%}	3.85e-39	+	intron:FAM171A2:protein_coding	not	0.0	0.0										0.255, 0.727, 0.437, 0.00788, 0.0551	NA, NA, NA, +, NA	{18.0: 4.99%, 19.0: 57.73%, 20.0: 37.28%}	{18.0: 0.06%, 19.0: 63.95%, 20.0: 35.99%}	{18.0: 0.03%, 19.0: 53.31%, 20.0: 46.66%}	{18.0: 0.03%, 19.0: 60.81%, 20.0: 39.16%}	{18.0: 0.06%, 19.0: 59.72%, 20.0: 40.21%}
albumin	17	44033915	44033967	17_42742429_44990603	AT	{9.5: 2.40%, 10.5: 19.49%, 11.5: 0.46%, 12.0: 1.95%, 12.5: 46.99%, 13.0: 1.52%, 13.5: 20.81%, 14.5: 5.61%, 15.5: 0.27%, 16.5: 0.02%, 17.5: 0.03%, 23.5: 0.07%, 24.5: 0.07%, 25.5: 0.00%, 26.5: 0.33%, 27.5: 0.00%}	9.51e-12	+	intron:MAPT:protein_coding	not	0.0	0.0										0.546, 0.408, 0.826, 0.0047, 0.00777	NA, NA, NA, +, +	{9.5: 0.62%, 10.5: 1.59%, 11.5: 0.03%, 12.0: 0.61%, 12.5: 43.40%, 13.0: 8.97%, 13.5: 20.24%, 14.5: 7.38%, 15.5: 5.33%, 16.5: 1.21%, 17.5: 2.13%, 23.5: 2.02%, 24.5: 3.91%, 25.5: 0.05%, 26.5: 2.33%, 27.5: 0.18%}	{9.5: 0.35%, 10.5: 7.65%, 11.5: 0.18%, 12.0: 2.00%, 12.5: 67.20%, 13.0: 0.69%, 13.5: 18.17%, 14.5: 2.45%, 15.5: 0.53%, 16.5: 0.04%, 17.5: 0.04%, 23.5: 0.09%, 24.5: 0.10%, 25.5: 0.01%, 26.5: 0.50%, 27.5: 0.01%}	{9.5: 0.08%, 10.5: 0.34%, 11.5: 0.00%, 12.0: 13.67%, 12.5: 77.34%, 13.0: 1.46%, 13.5: 2.00%, 14.5: 3.15%, 15.5: 1.15%, 16.5: 0.06%, 17.5: 0.06%, 23.5: 0.07%, 24.5: 0.08%, 25.5: 0.01%, 26.5: 0.52%}	{9.5: 1.88%, 10.5: 18.33%, 11.5: 0.48%, 12.0: 1.76%, 12.5: 44.92%, 13.0: 1.62%, 13.5: 24.08%, 14.5: 6.15%, 15.5: 0.30%, 16.5: 0.01%, 17.5: 0.03%, 23.5: 0.04%, 24.5: 0.06%, 25.5: 0.00%, 26.5: 0.33%, 27.5: 0.00%}	{9.5: 2.26%, 10.5: 18.08%, 11.5: 0.44%, 12.0: 2.40%, 12.5: 47.01%, 13.0: 1.38%, 13.5: 21.85%, 14.5: 5.52%, 15.5: 0.40%, 16.5: 0.02%, 17.5: 0.05%, 23.5: 0.09%, 24.5: 0.10%, 25.5: 0.00%, 26.5: 0.38%, 27.5: 0.00%}
alkaline_phosphatase	17	44033915	44033967	17_43335181_45029049	AT	{9.5: 2.40%, 10.5: 19.43%, 11.5: 0.46%, 12.0: 1.95%, 12.5: 47.04%, 13.0: 1.52%, 13.5: 20.80%, 14.5: 5.62%, 15.5: 0.27%, 16.5: 0.01%, 17.5: 0.03%, 23.5: 0.07%, 24.5: 0.07%, 25.5: 0.00%, 26.5: 0.33%, 27.5: 0.00%}	2.19e-15	+	intron:MAPT:protein_coding	not	0.0	0.0										0.599, 0.0917, 0.848, 0.000309, 0.0108	NA, NA, NA, +, +	{9.5: 0.57%, 10.5: 1.60%, 11.5: 0.03%, 12.0: 0.61%, 12.5: 43.49%, 13.0: 8.82%, 13.5: 20.36%, 14.5: 7.44%, 15.5: 5.28%, 16.5: 1.21%, 17.5: 2.13%, 23.5: 2.00%, 24.5: 3.86%, 25.5: 0.05%, 26.5: 2.35%, 27.5: 0.18%}	{9.5: 0.35%, 10.5: 7.62%, 11.5: 0.18%, 12.0: 1.95%, 12.5: 67.25%, 13.0: 0.68%, 13.5: 18.16%, 14.5: 2.46%, 15.5: 0.56%, 16.5: 0.04%, 17.5: 0.04%, 23.5: 0.09%, 24.5: 0.10%, 25.5: 0.01%, 26.5: 0.50%, 27.5: 0.01%}	{9.5: 0.07%, 10.5: 0.36%, 11.5: 0.01%, 12.0: 13.83%, 12.5: 77.31%, 13.0: 1.42%, 13.5: 1.92%, 14.5: 3.11%, 15.5: 1.18%, 16.5: 0.06%, 17.5: 0.05%, 23.5: 0.07%, 24.5: 0.08%, 25.5: 0.01%, 26.5: 0.52%}	{9.5: 1.91%, 10.5: 18.42%, 11.5: 0.48%, 12.0: 1.76%, 12.5: 44.79%, 13.0: 1.62%, 13.5: 24.04%, 14.5: 6.19%, 15.5: 0.32%, 16.5: 0.01%, 17.5: 0.03%, 23.5: 0.04%, 24.5: 0.06%, 25.5: 0.00%, 26.5: 0.33%, 27.5: 0.00%}	{9.5: 2.26%, 10.5: 18.10%, 11.5: 0.43%, 12.0: 2.39%, 12.5: 47.01%, 13.0: 1.38%, 13.5: 21.86%, 14.5: 5.52%, 15.5: 0.39%, 16.5: 0.02%, 17.5: 0.05%, 23.5: 0.09%, 24.5: 0.10%, 25.5: 0.00%, 26.5: 0.38%, 27.5: 0.00%}
aspartate_aminotransferase	17	44033915	44033967	17_43239737_44990603	AT	{9.5: 2.40%, 10.5: 19.48%, 11.5: 0.46%, 12.0: 1.95%, 12.5: 46.99%, 13.0: 1.52%, 13.5: 20.80%, 14.5: 5.62%, 15.5: 0.27%, 16.5: 0.01%, 17.5: 0.03%, 23.5: 0.07%, 24.5: 0.07%, 25.5: 0.00%, 26.5: 0.33%, 27.5: 0.00%}	5.44e-13	+	intron:MAPT:protein_coding	not	0.0	0.0										0.0155, 0.326, 0.383, 0.448, 0.0373	+, NA, NA, NA, +	{9.5: 0.58%, 10.5: 1.59%, 11.5: 0.03%, 12.0: 0.62%, 12.5: 43.56%, 13.0: 8.79%, 13.5: 20.37%, 14.5: 7.44%, 15.5: 5.26%, 16.5: 1.20%, 17.5: 2.12%, 23.5: 2.01%, 24.5: 3.87%, 25.5: 0.05%, 26.5: 2.32%, 27.5: 0.18%}	{9.5: 0.35%, 10.5: 7.60%, 11.5: 0.18%, 12.0: 1.98%, 12.5: 67.36%, 13.0: 0.68%, 13.5: 18.06%, 14.5: 2.44%, 15.5: 0.56%, 16.5: 0.04%, 17.5: 0.04%, 23.5: 0.09%, 24.5: 0.10%, 25.5: 0.01%, 26.5: 0.50%, 27.5: 0.01%}	{9.5: 0.07%, 10.5: 0.33%, 11.5: 0.01%, 12.0: 13.99%, 12.5: 77.13%, 13.0: 1.44%, 13.5: 1.93%, 14.5: 3.13%, 15.5: 1.17%, 16.5: 0.06%, 17.5: 0.05%, 23.5: 0.07%, 24.5: 0.08%, 25.5: 0.01%, 26.5: 0.52%}	{9.5: 1.92%, 10.5: 18.41%, 11.5: 0.48%, 12.0: 1.75%, 12.5: 44.82%, 13.0: 1.63%, 13.5: 24.04%, 14.5: 6.17%, 15.5: 0.32%, 16.5: 0.01%, 17.5: 0.03%, 23.5: 0.04%, 24.5: 0.06%, 25.5: 0.00%, 26.5: 0.33%, 27.5: 0.00%}	{9.5: 2.26%, 10.5: 18.10%, 11.5: 0.43%, 12.0: 2.40%, 12.5: 46.97%, 13.0: 1.38%, 13.5: 21.88%, 14.5: 5.53%, 15.5: 0.40%, 16.5: 0.02%, 17.5: 0.05%, 23.5: 0.09%, 24.5: 0.10%, 25.5: 0.00%, 26.5: 0.38%, 27.5: 0.00%}
eosinophil_count	17	44033915	44033967	17_43073823_44991961	AT	{9.5: 2.40%, 10.5: 19.46%, 11.5: 0.46%, 12.0: 1.94%, 12.5: 47.02%, 13.0: 1.52%, 13.5: 20.80%, 14.5: 5.61%, 15.5: 0.27%, 16.5: 0.01%, 17.5: 0.03%, 23.5: 0.07%, 24.5: 0.07%, 25.5: 0.00%, 26.5: 0.33%, 27.5: 0.00%}	5.45e-27	+	intron:MAPT:protein_coding	not	0.0	0.0										0.689, 0.917, 0.681, 0.12, 0.0111	NA, NA, NA, NA, +	{9.5: 0.55%, 10.5: 1.56%, 11.5: 0.03%, 12.0: 0.61%, 12.5: 43.60%, 13.0: 8.83%, 13.5: 20.39%, 14.5: 7.51%, 15.5: 5.31%, 16.5: 1.21%, 17.5: 2.08%, 23.5: 1.98%, 24.5: 3.86%, 25.5: 0.05%, 26.5: 2.27%, 27.5: 0.18%}	{9.5: 0.38%, 10.5: 7.59%, 11.5: 0.18%, 12.0: 1.96%, 12.5: 67.29%, 13.0: 0.67%, 13.5: 18.13%, 14.5: 2.44%, 15.5: 0.56%, 16.5: 0.04%, 17.5: 0.04%, 23.5: 0.10%, 24.5: 0.10%, 25.5: 0.01%, 26.5: 0.50%, 27.5: 0.01%}	{9.5: 0.07%, 10.5: 0.32%, 11.5: 0.01%, 12.0: 14.15%, 12.5: 77.06%, 13.0: 1.39%, 13.5: 1.96%, 14.5: 3.13%, 15.5: 1.12%, 16.5: 0.06%, 17.5: 0.05%, 23.5: 0.07%, 24.5: 0.08%, 25.5: 0.01%, 26.5: 0.52%}	{9.5: 1.92%, 10.5: 18.33%, 11.5: 0.48%, 12.0: 1.77%, 12.5: 44.89%, 13.0: 1.64%, 13.5: 24.03%, 14.5: 6.16%, 15.5: 0.31%, 16.5: 0.01%, 17.5: 0.03%, 23.5: 0.04%, 24.5: 0.06%, 25.5: 0.00%, 26.5: 0.33%, 27.5: 0.00%}	{9.5: 2.28%, 10.5: 18.12%, 11.5: 0.44%, 12.0: 2.40%, 12.5: 46.89%, 13.0: 1.38%, 13.5: 21.88%, 14.5: 5.56%, 15.5: 0.41%, 16.5: 0.02%, 17.5: 0.05%, 23.5: 0.09%, 24.5: 0.10%, 25.5: 0.00%, 26.5: 0.38%, 27.5: 0.00%}
eosinophil_percent	17	44033915	44033967	17_43073998_45992925	AT	{9.5: 2.41%, 10.5: 19.44%, 11.5: 0.46%, 12.0: 1.94%, 12.5: 47.02%, 13.0: 1.53%, 13.5: 20.81%, 14.5: 5.61%, 15.5: 0.27%, 16.5: 0.01%, 17.5: 0.03%, 23.5: 0.07%, 24.5: 0.07%, 25.5: 0.00%, 26.5: 0.33%, 27.5: 0.00%}	6.22e-37	+	intron:MAPT:protein_coding	not	0.0	0.0										0.403, 0.716, 0.671, 0.00662, 0.00207	NA, NA, NA, +, +	{9.5: 0.55%, 10.5: 1.58%, 11.5: 0.03%, 12.0: 0.61%, 12.5: 43.59%, 13.0: 8.77%, 13.5: 20.35%, 14.5: 7.52%, 15.5: 5.30%, 16.5: 1.22%, 17.5: 2.12%, 23.5: 2.00%, 24.5: 3.87%, 25.5: 0.05%, 26.5: 2.25%, 27.5: 0.18%}	{9.5: 0.38%, 10.5: 7.60%, 11.5: 0.18%, 12.0: 1.95%, 12.5: 67.31%, 13.0: 0.67%, 13.5: 18.11%, 14.5: 2.45%, 15.5: 0.55%, 16.5: 0.04%, 17.5: 0.04%, 23.5: 0.10%, 24.5: 0.10%, 25.5: 0.01%, 26.5: 0.51%, 27.5: 0.01%}	{9.5: 0.07%, 10.5: 0.32%, 11.5: 0.01%, 12.0: 14.18%, 12.5: 77.07%, 13.0: 1.37%, 13.5: 1.98%, 14.5: 3.09%, 15.5: 1.12%, 16.5: 0.06%, 17.5: 0.05%, 23.5: 0.07%, 24.5: 0.08%, 25.5: 0.01%, 26.5: 0.52%}	{9.5: 1.92%, 10.5: 18.31%, 11.5: 0.48%, 12.0: 1.74%, 12.5: 44.94%, 13.0: 1.64%, 13.5: 24.01%, 14.5: 6.18%, 15.5: 0.31%, 16.5: 0.01%, 17.5: 0.03%, 23.5: 0.05%, 24.5: 0.06%, 25.5: 0.00%, 26.5: 0.33%, 27.5: 0.00%}	{9.5: 2.28%, 10.5: 18.13%, 11.5: 0.44%, 12.0: 2.40%, 12.5: 46.89%, 13.0: 1.38%, 13.5: 21.89%, 14.5: 5.55%, 15.5: 0.41%, 16.5: 0.02%, 17.5: 0.05%, 23.5: 0.09%, 24.5: 0.10%, 25.5: 0.00%, 26.5: 0.38%, 27.5: 0.00%}
haematocrit	17	44033915	44033967	17_42682790_45435296	AT	{9.5: 2.41%, 10.5: 19.47%, 11.5: 0.46%, 12.0: 1.95%, 12.5: 47.00%, 13.0: 1.52%, 13.5: 20.80%, 14.5: 5.62%, 15.5: 0.27%, 16.5: 0.01%, 17.5: 0.03%, 23.5: 0.07%, 24.5: 0.07%, 25.5: 0.00%, 26.5: 0.33%, 27.5: 0.00%}	3.21e-42	-	intron:MAPT:protein_coding	not	0.0	0.0										0.0667, 0.759, 0.511, 0.000347, 0.277	NA, NA, NA, -, NA	{9.5: 0.56%, 10.5: 1.56%, 11.5: 0.03%, 12.0: 0.61%, 12.5: 43.54%, 13.0: 8.79%, 13.5: 20.43%, 14.5: 7.48%, 15.5: 5.32%, 16.5: 1.22%, 17.5: 2.08%, 23.5: 1.99%, 24.5: 3.91%, 25.5: 0.05%, 26.5: 2.27%, 27.5: 0.18%}	{9.5: 0.36%, 10.5: 7.64%, 11.5: 0.17%, 12.0: 1.95%, 12.5: 67.35%, 13.0: 0.67%, 13.5: 18.07%, 14.5: 2.42%, 15.5: 0.56%, 16.5: 0.04%, 17.5: 0.04%, 23.5: 0.09%, 24.5: 0.10%, 25.5: 0.01%, 26.5: 0.51%, 27.5: 0.01%}	{9.5: 0.07%, 10.5: 0.32%, 11.5: 0.01%, 12.0: 14.09%, 12.5: 77.12%, 13.0: 1.42%, 13.5: 1.95%, 14.5: 3.12%, 15.5: 1.13%, 16.5: 0.06%, 17.5: 0.05%, 23.5: 0.07%, 24.5: 0.08%, 25.5: 0.01%, 26.5: 0.52%}	{9.5: 1.92%, 10.5: 18.27%, 11.5: 0.48%, 12.0: 1.81%, 12.5: 44.97%, 13.0: 1.64%, 13.5: 23.94%, 14.5: 6.19%, 15.5: 0.31%, 16.5: 0.01%, 17.5: 0.03%, 23.5: 0.05%, 24.5: 0.06%, 25.5: 0.00%, 26.5: 0.33%, 27.5: 0.00%}	{9.5: 2.29%, 10.5: 18.09%, 11.5: 0.44%, 12.0: 2.40%, 12.5: 46.91%, 13.0: 1.39%, 13.5: 21.87%, 14.5: 5.56%, 15.5: 0.41%, 16.5: 0.02%, 17.5: 0.05%, 23.5: 0.09%, 24.5: 0.10%, 25.5: 0.00%, 26.5: 0.38%, 27.5: 0.00%}
haemoglobin_concentration	17	44033915	44033967	17_42068897_45308152	AT	{9.5: 2.41%, 10.5: 19.48%, 11.5: 0.46%, 12.0: 1.95%, 12.5: 46.97%, 13.0: 1.52%, 13.5: 20.81%, 14.5: 5.62%, 15.5: 0.27%, 16.5: 0.01%, 17.5: 0.03%, 23.5: 0.07%, 24.5: 0.07%, 25.5: 0.00%, 26.5: 0.33%, 27.5: 0.00%}	1.86e-45	-	intron:MAPT:protein_coding	not	0.0	0.0										0.0499, 0.478, 0.145, 0.0000308, 0.0751	-, NA, NA, -, NA	{9.5: 0.56%, 10.5: 1.56%, 11.5: 0.03%, 12.0: 0.60%, 12.5: 43.53%, 13.0: 8.82%, 13.5: 20.39%, 14.5: 7.48%, 15.5: 5.31%, 16.5: 1.21%, 17.5: 2.14%, 23.5: 1.99%, 24.5: 3.89%, 25.5: 0.05%, 26.5: 2.25%, 27.5: 0.18%}	{9.5: 0.37%, 10.5: 7.65%, 11.5: 0.18%, 12.0: 1.95%, 12.5: 67.31%, 13.0: 0.66%, 13.5: 18.09%, 14.5: 2.43%, 15.5: 0.56%, 16.5: 0.04%, 17.5: 0.04%, 23.5: 0.10%, 24.5: 0.10%, 25.5: 0.01%, 26.5: 0.51%, 27.5: 0.01%}	{9.5: 0.07%, 10.5: 0.35%, 11.5: 0.01%, 12.0: 14.22%, 12.5: 77.03%, 13.0: 1.38%, 13.5: 1.93%, 14.5: 3.11%, 15.5: 1.12%, 16.5: 0.06%, 17.5: 0.05%, 23.5: 0.07%, 24.5: 0.08%, 25.5: 0.01%, 26.5: 0.52%}	{9.5: 1.93%, 10.5: 18.30%, 11.5: 0.48%, 12.0: 1.77%, 12.5: 44.87%, 13.0: 1.65%, 13.5: 24.01%, 14.5: 6.21%, 15.5: 0.31%, 16.5: 0.01%, 17.5: 0.03%, 23.5: 0.05%, 24.5: 0.06%, 25.5: 0.00%, 26.5: 0.33%, 27.5: 0.00%}	{9.5: 2.28%, 10.5: 18.12%, 11.5: 0.44%, 12.0: 2.41%, 12.5: 46.90%, 13.0: 1.38%, 13.5: 21.87%, 14.5: 5.55%, 15.5: 0.41%, 16.5: 0.02%, 17.5: 0.05%, 23.5: 0.09%, 24.5: 0.10%, 25.5: 0.00%, 26.5: 0.38%, 27.5: 0.00%}
lymphocyte_percent	17	44033915	44033967	17_43335181_44990603	AT	{9.5: 2.40%, 10.5: 19.45%, 11.5: 0.46%, 12.0: 1.95%, 12.5: 47.01%, 13.0: 1.52%, 13.5: 20.81%, 14.5: 5.62%, 15.5: 0.27%, 16.5: 0.01%, 17.5: 0.03%, 23.5: 0.07%, 24.5: 0.07%, 25.5: 0.00%, 26.5: 0.33%, 27.5: 0.00%}	1.31e-17	+	intron:MAPT:protein_coding	not	0.0	0.0										0.501, 0.602, 0.03, 0.00433, 0.0167	NA, NA, +, +, +	{9.5: 0.55%, 10.5: 1.57%, 11.5: 0.03%, 12.0: 0.61%, 12.5: 43.51%, 13.0: 8.86%, 13.5: 20.34%, 14.5: 7.54%, 15.5: 5.31%, 16.5: 1.24%, 17.5: 2.11%, 23.5: 1.98%, 24.5: 3.88%, 25.5: 0.05%, 26.5: 2.25%, 27.5: 0.18%}	{9.5: 0.37%, 10.5: 7.65%, 11.5: 0.18%, 12.0: 1.93%, 12.5: 67.28%, 13.0: 0.67%, 13.5: 18.16%, 14.5: 2.42%, 15.5: 0.55%, 16.5: 0.04%, 17.5: 0.04%, 23.5: 0.09%, 24.5: 0.10%, 25.5: 0.01%, 26.5: 0.51%, 27.5: 0.01%}	{9.5: 0.07%, 10.5: 0.35%, 11.5: 0.01%, 12.0: 14.19%, 12.5: 76.98%, 13.0: 1.43%, 13.5: 1.97%, 14.5: 3.10%, 15.5: 1.12%, 16.5: 0.06%, 17.5: 0.05%, 23.5: 0.07%, 24.5: 0.08%, 25.5: 0.01%, 26.5: 0.52%}	{9.5: 1.94%, 10.5: 18.29%, 11.5: 0.48%, 12.0: 1.75%, 12.5: 44.94%, 13.0: 1.68%, 13.5: 23.96%, 14.5: 6.18%, 15.5: 0.31%, 16.5: 0.01%, 17.5: 0.03%, 23.5: 0.05%, 24.5: 0.06%, 25.5: 0.00%, 26.5: 0.33%, 27.5: 0.00%}	{9.5: 2.28%, 10.5: 18.13%, 11.5: 0.44%, 12.0: 2.40%, 12.5: 46.87%, 13.0: 1.38%, 13.5: 21.89%, 14.5: 5.56%, 15.5: 0.41%, 16.5: 0.02%, 17.5: 0.05%, 23.5: 0.09%, 24.5: 0.10%, 25.5: 0.00%, 26.5: 0.38%, 27.5: 0.00%}
